HomeTeam,HomeScore,HomeSOG,Outcome,AwayTeam,AwayScore,AwaySOG,Outcome
Flyers,2,40,False,Sabres,5,15,True
Flames,3,47,False,Stars,4,30,True
Avalanche,4,28,True,Blues,1,28,False
Ducks,4,29,True,Coyotes,3,35,False
Blue Jackets,4,28,True,Lightning,2,29,False
Red Wings,0,22,False,Panthers,2,27,True
Rangers,2,26,True,Hurricanes,1,27,False
Senators,2,26,False,Kings,3,38,True
Capitals,0,32,False,Islanders,3,21,True
Bruins,3,40,True,Maple Leafs,2,35,False
Wild,3,25,False,Devils,5,38,True
Oilers,3,49,False,Stars,4,27,True
Coyotes,3,35,True,Canadiens,2,30,False
Kraken,4,31,True,Predators,2,34,False
Golden Knights,5,26,True,Jets,2,31,False
Sharks,1,31,False,Canucks,10,33,True
Sabres,1,22,False,Flyers,5,19,True
Blues,4,35,True,Devils,1,34,False
Oilers,2,35,False,Predators,5,34,True
Coyotes,3,25,False,Jets,5,27,True
Red Wings,5,40,True,Bruins,4,30,False
Senators,4,28,False,Lightning,6,38,True
Blues,6,35,True,Canadiens,3,33,False
Maple Leafs,4,28,False,Sabres,6,41,True
Capitals,2,27,True,Blue Jackets,1,35,False
Flyers,0,24,False,Kings,5,30,True
Islanders,3,25,False,Hurricanes,4,46,True
Blackhawks,5,25,True,Panthers,2,40,False
Wild,5,39,True,Rangers,4,18,False
Kraken,3,20,False,Flames,6,31,True
Sharks,2,26,False,Penguins,10,35,True
Canucks,2,28,True,Stars,0,27,False
Golden Knights,7,34,True,Avalanche,0,41,False
Blackhawks,2,34,False,Devils,4,41,True
Ducks,4,23,True,Golden Knights,2,32,False
Panthers,5,46,True,Blue Jackets,4,23,False
Maple Leafs,6,34,True,Lightning,5,31,False
Stars,2,37,False,Bruins,3,29,True
Canucks,6,36,True,Oilers,2,43,False
Hurricanes,3,27,True,Sabres,2,21,False
Canadiens,3,26,False,Lightning,5,32,True
Islanders,2,29,False,Wild,4,31,True
Rangers,5,32,True,Red Wings,3,28,False
Blues,2,22,False,Jets,5,37,True
Coyotes,4,27,True,Kraken,3,38,False
Flames,4,39,True,Predators,2,18,False
Ducks,0,31,False,Penguins,2,36,True
Avalanche,6,32,True,Devils,3,23,False
Sharks,2,19,True,Flyers,1,39,False
Maple Leafs,3,30,False,Senators,6,31,True
Capitals,3,28,False,Panthers,4,25,True
Golden Knights,1,38,False,Kings,4,33,True
Bruins,5,35,True,Islanders,2,29,False
Red Wings,2,29,False,Canadiens,3,27,True
Rangers,4,28,True,Wild,1,26,False
Senators,2,30,False,Canucks,5,16,True
Lightning,3,33,False,Blackhawks,5,29,True
Blue Jackets,2,29,False,Stars,5,31,True
Blues,2,33,True,Coyotes,1,20,False
Jets,6,37,True,Predators,3,23,False
Avalanche,3,26,False,Kraken,4,22,True
Kings,3,36,False,Penguins,4,20,True
Sharks,3,18,True,Oilers,2,41,False
Sabres,3,25,True,Wild,2,35,False
Panthers,5,35,True,Hurricanes,2,30,False
Devils,2,26,False,Capitals,4,27,True
Maple Leafs,5,36,True,Flames,4,28,False
Ducks,3,38,False,Flyers,6,36,True
Golden Knights,5,39,True,Sharks,0,20,False
Red Wings,5,28,True,Blue Jackets,4,22,False
Jets,2,33,False,Stars,3,29,True
Canadiens,3,27,True,Bruins,2,28,False
Senators,4,38,True,Flames,1,25,False
Lightning,0,22,False,Hurricanes,4,32,True
Maple Leafs,5,22,True,Canucks,2,33,False
Islanders,1,37,False,Capitals,4,28,True
Penguins,4,39,True,Sabres,0,35,False
Predators,5,42,False,Coyotes,7,25,True
Avalanche,2,38,False,Blues,8,42,True
Kraken,1,18,False,Oilers,4,26,True
Kings,2,37,False,Flyers,4,26,True
Panthers,4,31,True,Blackhawks,3,26,False
Wild,3,26,False,Stars,8,37,True
Canadiens,2,32,False,Canucks,5,37,True
Rangers,4,40,True,Blue Jackets,3,28,False
Ducks,4,44,True,Sharks,1,26,False
Oilers,4,32,True,Islanders,1,33,False
Kraken,1,19,False,Avalanche,5,31,True
Sabres,2,34,False,Bruins,5,32,True
Blue Jackets,3,30,False,Penguins,5,41,True
Canadiens,1,35,False,Flames,2,29,True
Capitals,3,31,True,Golden Knights,0,35,False
Stars,4,36,True,Coyotes,3,26,False
Predators,2,30,False,Ducks,3,20,True
Blues,5,29,True,Lightning,0,30,False
Jets,6,31,True,Devils,3,34,False
Sharks,3,22,False,Panthers,5,31,True
Hurricanes,1,32,False,Flyers,3,24,True
Oilers,4,31,True,Kraken,3,35,False
Avalanche,8,38,True,Ducks,2,17,False
Canucks,4,43,True,Islanders,3,33,False
Senators,5,34,True,Red Wings,4,41,False
Blue Jackets,2,41,False,Coyotes,3,32,True
Canadiens,5,28,False,Golden Knights,6,42,True
Penguins,2,23,False,Devils,5,31,True
Blackhawks,2,14,False,Lightning,4,32,True
Flames,5,39,True,Canucks,2,22,False
Kraken,4,32,True,Islanders,3,23,False
Kings,2,27,True,Panthers,1,31,False
Sharks,5,35,True,Blues,1,45,False
Red Wings,2,29,False,Maple Leafs,3,29,True
Jets,3,18,True,Sabres,2,28,False
Ducks,1,35,False,Panthers,2,35,True
Senators,2,31,True,Wild,1,25,False
Flyers,4,38,True,Golden Knights,3,31,False
Predators,4,31,True,Blackhawks,2,31,False
Lightning,6,24,True,Oilers,4,42,False
Bruins,5,44,True,Canadiens,2,22,False
Hurricanes,4,34,True,Penguins,2,28,False
Flames,4,39,False,Islanders,5,33,True
Devils,3,33,False,Rangers,5,35,True
Jets,5,26,True,Coyotes,2,18,False
Capitals,4,26,True,Blue Jackets,3,36,False
Stars,3,28,False,Avalanche,6,38,True
Canucks,3,24,False,Kraken,4,26,True
Kings,5,31,True,Blues,1,30,False
Wild,3,36,False,Maple Leafs,4,25,True
Flyers,5,27,True,Blue Jackets,2,22,False
Penguins,3,32,True,Golden Knights,0,38,False
Blackhawks,2,26,False,Sabres,3,20,True
Ducks,1,31,False,Blues,3,32,True
Panthers,5,33,True,Oilers,3,29,False
Lightning,5,47,True,Bruins,4,27,False
Stars,6,36,True,Rangers,3,33,False
Predators,4,30,True,Avalanche,3,29,False
Coyotes,1,31,False,Kings,4,25,True
Kraken,3,31,False,Flames,4,31,True
Canucks,3,37,True,Sharks,1,28,False
Hurricanes,6,27,True,Oilers,3,23,False
Blue Jackets,7,26,True,Blackhawks,3,36,False
Red Wings,4,28,True,Devils,0,16,False
Panthers,1,28,False,Bruins,3,25,True
Penguins,0,32,False,Rangers,1,36,True
Lightning,2,33,False,Jets,3,32,True
Capitals,4,30,True,Sabres,3,27,False
Islanders,3,25,True,Flyers,2,36,False
Coyotes,5,25,False,Blues,6,31,True
Predators,4,45,True,Flames,2,26,False
Stars,1,32,False,Golden Knights,2,26,True
Ducks,3,33,False,Canadiens,4,28,True
Avalanche,5,25,True,Canucks,2,29,False
Kraken,7,30,True,Sharks,1,14,False
Bruins,2,27,False,Red Wings,5,28,True
Flyers,1,37,False,Rangers,3,19,True
Blackhawks,4,34,True,Maple Leafs,3,37,False
Devils,1,38,False,Blue Jackets,2,28,True
Blues,3,39,False,Predators,8,35,True
Capitals,0,25,False,Oilers,5,35,True
Ducks,2,31,False,Kings,5,31,True
Sharks,2,33,False,Canadiens,3,24,True
Sabres,3,34,True,Penguins,2,33,False
Senators,3,31,False,Islanders,5,26,True
Hurricanes,2,24,False,Lightning,8,14,True
Panthers,0,33,False,Jets,3,31,True
Stars,4,28,False,Flames,7,27,True
Wild,2,21,False,Avalanche,3,25,True
Kraken,1,24,False,Canucks,5,27,True
Rangers,7,40,True,Bruins,4,31,False
Kings,4,30,True,Canadiens,0,18,False
Devils,7,37,True,Sabres,2,12,False
Penguins,3,35,True,Maple Leafs,2,33,False
Islanders,0,25,False,Flyers,1,40,True
Avalanche,3,24,True,Flames,1,30,False
Sharks,4,22,True,Canucks,3,33,False
Golden Knights,0,34,False,Coyotes,2,18,True
Red Wings,4,23,True,Wild,1,38,False
Blackhawks,2,33,False,Blues,4,28,True
Hurricanes,3,43,True,Blue Jackets,2,23,False
Predators,3,26,True,Jets,2,34,False
Oilers,8,26,True,Ducks,2,23,False
Blue Jackets,5,40,True,Bruins,2,33,False
Rangers,1,26,False,Sabres,5,39,True
Senators,0,20,False,Panthers,5,37,True
Avalanche,4,23,True,Lightning,1,39,False
Flames,2,34,True,Golden Knights,1,28,False
Sharks,2,23,True,Capitals,1,34,False
Devils,5,33,True,Islanders,4,26,False
Maple Leafs,2,32,True,Panthers,1,39,False
Flyers,1,29,False,Hurricanes,4,36,True
Wild,3,37,True,Blues,1,24,False
Predators,3,25,True,Penguins,2,31,False
Jets,0,27,False,Stars,2,21,True
Blackhawks,4,23,True,Kraken,3,36,False
Coyotes,3,27,True,Lightning,1,31,False
Oilers,5,34,True,Golden Knights,4,27,False
Canucks,3,27,True,Ducks,1,31,False
Blue Jackets,2,28,False,Canadiens,4,31,True
Rangers,3,41,True,Red Wings,2,27,False
Kings,1,39,False,Capitals,2,15,True
Bruins,3,37,True,Sharks,0,26,False
Red Wings,5,29,True,Blackhawks,1,35,False
Canadiens,1,22,False,Panthers,5,29,True
Flyers,3,47,False,Devils,4,35,True
Lightning,2,41,False,Penguins,4,29,True
Maple Leafs,4,28,True,Kraken,3,40,False
Hurricanes,4,43,False,Islanders,5,16,True
Predators,1,27,False,Wild,6,31,True
Blues,6,20,True,Sabres,4,46,False
Jets,1,26,False,Oilers,3,39,True
Coyotes,4,32,True,Avalanche,3,31,False
Flames,4,36,True,Stars,3,16,False
Ducks,4,32,False,Capitals,5,26,True
Canucks,1,22,False,Golden Knights,4,44,True
Blue Jackets,4,23,True,Senators,2,43,False
Devils,3,47,False,Sharks,6,18,True
Stars,8,34,True,Lightning,1,33,False
Jets,3,28,True,Blackhawks,1,21,False
Predators,3,40,False,Rangers,4,25,True
Panthers,3,45,False,Islanders,4,27,True
Hurricanes,6,37,True,Sabres,2,22,False
Canadiens,4,30,False,Red Wings,5,33,True
Senators,2,28,True,Kraken,0,39,False
Penguins,3,32,False,Flyers,4,33,True
Maple Leafs,3,40,False,Bruins,4,37,True
Coyotes,4,22,True,Blues,1,32,False
Ducks,4,37,True,Avalanche,3,37,False
Flames,3,24,False,Canucks,4,22,True
Golden Knights,4,36,True,Capitals,1,22,False
Wild,4,34,True,Blackhawks,1,29,False
Rangers,6,36,True,Sharks,5,28,False
Bruins,3,28,True,Blue Jackets,1,25,False
Sabres,1,35,False,Predators,2,29,True
Kings,4,38,True,Avalanche,1,21,False
Flyers,2,33,True,Penguins,1,32,False
Lightning,4,23,True,Stars,0,25,False
Canadiens,4,30,True,Kraken,2,33,False
Jets,2,22,True,Hurricanes,1,43,False
Coyotes,6,27,True,Capitals,0,26,False
Golden Knights,1,34,False,Blues,2,27,True
Blue Jackets,3,29,False,Kings,4,39,True
Senators,6,36,True,Rangers,2,35,False
Sabres,3,32,False,Red Wings,5,27,True
Islanders,4,39,False,Sharks,5,37,True
Blackhawks,3,28,False,Predators,4,30,True
Flames,2,30,False,Wild,5,29,True
Avalanche,3,30,True,Ducks,2,33,False
Canucks,5,33,False,Devils,6,32,True
Panthers,5,31,True,Stars,4,33,False
Lightning,3,27,True,Penguins,1,25,False
Blues,3,29,False,Golden Knights,6,49,True
Oilers,6,34,True,Hurricanes,1,39,False
Bruins,1,32,False,Sabres,3,35,True
Red Wings,5,31,False,Sharks,6,36,True
Canadiens,0,24,False,Kings,4,42,True
Senators,3,41,False,Maple Leafs,4,22,True
Islanders,7,36,True,Blue Jackets,3,35,False
Capitals,4,27,False,Stars,5,38,True
Predators,5,30,True,Lightning,1,33,False
Blackhawks,1,25,True,Ducks,0,37,False
Coyotes,1,26,False,Flyers,4,26,True
Flames,3,27,True,Hurricanes,2,30,False
Avalanche,2,34,False,Jets,4,28,True
Canucks,2,17,True,Wild,0,26,False
Kraken,1,38,False,Devils,2,17,True
Blue Jackets,5,22,True,Blues,2,43,False
Panthers,3,33,True,Penguins,1,26,False
Oilers,4,40,True,Wild,3,20,False
Bruins,5,29,True,Coyotes,3,33,False
Flames,2,25,False,Devils,4,30,True
Stars,1,20,False,Golden Knights,6,27,True
Sabres,2,48,False,Canadiens,3,31,True
Red Wings,1,31,False,Senators,5,37,True
Maple Leafs,4,37,True,Predators,0,18,False
Capitals,4,29,True,Rangers,0,31,False
Islanders,3,30,True,Kings,2,35,False
Blackhawks,3,24,True,Blues,1,39,False
Avalanche,2,38,False,Flyers,5,34,True
Kraken,3,29,False,Lightning,4,30,True
Canucks,4,24,True,Hurricanes,3,24,False
Blue Jackets,2,19,False,Panthers,5,35,True
Oilers,4,30,True,Devils,1,26,False
Blackhawks,2,34,False,Capitals,4,27,True
Canadiens,1,37,False,Predators,2,32,True
Rangers,4,27,True,Kings,1,26,False
Ducks,2,26,False,Jets,4,31,True
Kraken,0,24,False,Wild,3,26,True
Golden Knights,5,27,True,Sharks,4,38,False
Sabres,5,38,True,Coyotes,2,23,False
Islanders,4,29,True,Maple Leafs,3,40,False
Stars,6,35,True,Red Wings,3,30,False
Avalanche,6,38,True,Flames,5,32,False
Rangers,3,31,False,Maple Leafs,7,30,True
Senators,1,32,False,Hurricanes,4,28,True
Penguins,4,43,True,Coyotes,2,21,False
Blues,4,37,False,Red Wings,6,32,True
Predators,3,22,True,Flyers,2,39,False
Oilers,4,29,True,Blackhawks,1,23,False
Kraken,4,23,True,Panthers,0,24,False
Canucks,4,22,True,Lightning,1,29,False
Golden Knights,5,39,True,Flames,4,31,False
Sharks,2,32,True,Jets,1,37,False
Canadiens,3,42,False,Penguins,4,30,True
Devils,2,35,True,Bruins,1,24,False
Islanders,4,35,True,Ducks,3,24,False
Avalanche,5,29,True,Sabres,1,30,False
Kings,2,34,False,Jets,5,29,True
Flyers,4,32,True,Capitals,3,30,False
Maple Leafs,5,48,False,Blue Jackets,6,35,True
Red Wings,1,26,False,Hurricanes,2,39,True
Wild,3,32,True,Flames,2,37,False
Blues,4,30,True,Senators,2,34,False
Oilers,4,57,False,Lightning,7,24,True
Kraken,7,29,True,Blackhawks,1,22,False
Canucks,4,18,True,Panthers,0,36,False
Rangers,5,39,True,Ducks,1,30,False
Hurricanes,5,31,False,Predators,6,30,True
Islanders,4,37,False,Bruins,5,34,True
Stars,5,24,True,Senators,4,29,False
Coyotes,1,24,True,Sharks,0,21,False
Golden Knights,2,35,False,Sabres,5,27,True
Wild,2,31,True,Canucks,1,36,False
Bruins,1,22,False,Rangers,2,34,True
Blue Jackets,3,26,False,Devils,6,30,True
Canadiens,5,41,True,Islanders,3,33,False
Flyers,1,34,True,Red Wings,0,32,False
Maple Leafs,7,35,True,Penguins,0,38,False
Jets,6,25,True,Avalanche,2,32,False
Predators,3,23,True,Capitals,1,22,False
Blues,4,34,True,Stars,3,23,False
Coyotes,2,22,True,Sabres,0,28,False
Flames,4,26,True,Lightning,2,33,False
Oilers,1,39,False,Panthers,5,39,True
Kraken,2,19,False,Kings,3,38,True
Blackhawks,3,28,False,Canucks,4,27,True
Hurricanes,1,29,False,Capitals,2,21,True
Devils,1,29,False,Ducks,5,28,True
Avalanche,6,29,True,Sharks,2,27,False
Golden Knights,6,31,True,Senators,3,25,False
Red Wings,3,32,False,Ducks,4,22,True
Penguins,4,30,True,Wild,3,27,False
Jets,2,32,False,Canadiens,3,26,True
Stars,4,28,True,Kraken,3,38,False
Flames,3,24,True,Panthers,1,34,False
Bruins,3,43,False,Wild,4,30,True
Sabres,4,29,False,Blue Jackets,9,34,True
Hurricanes,6,39,True,Golden Knights,3,33,False
Devils,2,26,False,Flyers,3,26,True
Lightning,6,33,True,Blues,1,29,False
Maple Leafs,2,33,False,Rangers,5,36,True
Islanders,3,21,True,Oilers,1,31,False
Predators,2,28,False,Canucks,5,35,True
Blackhawks,3,22,True,Avalanche,2,37,False
Coyotes,4,38,True,Senators,3,22,False
Sharks,1,16,False,Kings,4,39,True
Jets,5,41,True,Red Wings,2,28,False
Capitals,3,36,True,Islanders,2,32,False
Kings,1,43,False,Kraken,2,30,True
Sabres,9,34,True,Maple Leafs,3,27,False
Blue Jackets,2,36,False,Capitals,3,32,True
Panthers,1,38,False,Blues,4,24,True
Flyers,2,31,False,Predators,4,31,True
Penguins,2,25,True,Hurricanes,1,24,False
Lightning,5,36,True,Golden Knights,4,34,False
Devils,3,26,False,Oilers,6,38,True
Stars,4,36,True,Canucks,3,20,False
Wild,4,24,True,Canadiens,3,25,False
Avalanche,6,39,True,Senators,4,45,False
Ducks,0,25,False,Flames,3,44,True
Sharks,2,31,False,Coyotes,5,30,True
Red Wings,7,37,True,Flyers,6,43,False
Rangers,3,34,False,Oilers,4,28,True
Jets,5,33,True,Bruins,1,25,False
Blackhawks,2,21,False,Canadiens,5,28,True
Predators,2,21,False,Stars,3,34,True
Panthers,4,42,True,Golden Knights,2,25,False
Blue Jackets,1,28,False,Maple Leafs,4,30,True
Wild,3,35,True,Bruins,2,21,False
Devils,3,36,True,Red Wings,2,24,False
Senators,5,26,True,Penguins,4,34,False
Capitals,1,34,False,Lightning,2,20,True
Hurricanes,4,40,False,Islanders,5,28,True
Rangers,4,33,True,Sabres,3,30,False
Ducks,2,34,False,Kraken,3,22,True
Blues,7,42,True,Blackhawks,5,20,False
Avalanche,4,26,True,Coyotes,1,25,False
Kings,5,34,True,Flames,3,32,False
Canucks,7,26,True,Sharks,4,25,False
Devils,4,35,True,Blue Jackets,3,29,False
Rangers,5,31,True,Capitals,1,27,False
Lightning,2,29,False,Panthers,3,31,True
Maple Leafs,2,36,False,Senators,4,30,True
Sabres,1,26,False,Bruins,4,25,True
Islanders,0,22,False,Penguins,7,32,True
Wild,6,31,True,Red Wings,3,28,False
Predators,2,37,False,Hurricanes,5,25,True
Blues,2,30,True,Stars,1,40,False
Coyotes,5,27,True,Avalanche,4,24,False
Blackhawks,2,25,True,Jets,1,38,False
Flames,1,38,False,Kraken,2,21,True
Ducks,5,26,True,Golden Knights,2,32,False
Kings,5,43,True,Sharks,1,25,False
Hurricanes,5,31,True,Canadiens,3,21,False
Canucks,1,27,False,Flyers,4,25,True
Golden Knights,3,32,True,Kings,2,34,False
Sharks,0,25,False,Oilers,5,30,True
Blue Jackets,6,21,True,Maple Leafs,5,33,False
Red Wings,5,23,True,Predators,4,37,False
Panthers,4,33,True,Rangers,3,34,False
Senators,2,27,False,Devils,6,30,True
Islanders,5,32,True,Capitals,1,27,False
Stars,5,35,True,Blackhawks,4,29,False
Blues,1,29,False,Avalanche,2,23,True
Ducks,0,28,False,Coyotes,2,32,True
Kraken,2,29,True,Flyers,1,28,False
Jets,4,32,True,Wild,2,36,False
Sabres,3,42,True,Blue Jackets,2,20,False
Bruins,5,31,True,Devils,2,33,False
Panthers,4,26,True,Canadiens,1,19,False
Penguins,4,30,True,Blues,2,27,False
Lightning,1,35,False,Rangers,5,21,True
Maple Leafs,2,27,False,Hurricanes,3,28,True
Capitals,2,29,False,Predators,3,36,True
Kings,2,28,False,Oilers,3,26,True
Wild,2,26,False,Jets,3,29,True
Red Wings,3,30,False,Bruins,5,24,True
Senators,5,31,True,Sabres,1,46,False
Penguins,3,38,True,Islanders,1,38,False
Lightning,4,20,True,Canadiens,3,29,False
Ducks,2,30,False,Oilers,7,39,True
Flames,4,33,True,Flyers,3,31,False
Avalanche,3,33,True,Sharks,1,11,False
Stars,8,41,True,Blackhawks,1,24,False
Kraken,3,27,True,Golden Knights,0,35,False
Blue Jackets,1,27,False,Bruins,4,27,True
Rangers,1,29,False,Hurricanes,6,27,True
Penguins,3,35,False,Capitals,4,22,True
Stars,3,33,False,Canadiens,4,18,True
Wild,1,29,False,Flames,3,33,True
Predators,3,36,True,Blackhawks,0,21,False
Jets,4,28,True,Lightning,2,34,False
Coyotes,1,22,False,Panthers,4,38,True
Avalanche,5,39,True,Islanders,4,22,False
Oilers,5,36,True,Flyers,2,37,False
Canucks,6,26,True,Senators,3,38,False
Kings,0,31,False,Maple Leafs,3,29,True
Sharks,3,27,False,Red Wings,5,31,True
Capitals,3,26,False,Devils,6,28,True
Ducks,1,28,False,Maple Leafs,2,57,True
Bruins,5,29,False,Penguins,6,35,True
Canadiens,1,33,False,Sabres,6,38,True
Rangers,4,32,True,Blackhawks,1,23,False
Flyers,2,41,False,Blue Jackets,3,28,True
Stars,4,32,False,Avalanche,5,34,True
Wild,1,23,False,Lightning,4,30,True
Predators,3,32,False,Flames,6,39,True
Blues,2,32,True,Canucks,1,26,False
Coyotes,1,27,False,Islanders,5,31,True
Kraken,4,28,True,Senators,1,33,False
Golden Knights,1,27,False,Panthers,4,36,True
Kings,3,43,False,Red Wings,4,27,True
Sharks,1,28,False,Jets,2,30,True
Devils,4,32,True,Blackhawks,2,25,False
Capitals,2,17,False,Hurricanes,6,34,True
Ducks,1,38,False,Jets,3,27,True
Flyers,3,42,True,Flames,2,24,False
Avalanche,4,26,False,Panthers,8,29,True
Bruins,7,26,True,Lightning,3,26,False
Blue Jackets,3,29,False,Wild,4,36,True
Canadiens,4,30,True,Rangers,3,48,False
Devils,4,25,False,Canucks,6,43,True
Penguins,1,41,False,Sabres,3,32,True
Sharks,1,24,False,Maple Leafs,4,32,True
Hurricanes,1,30,False,Blues,2,22,True
Stars,3,29,False,Predators,4,22,True
Oilers,3,46,True,Senators,1,30,False
Golden Knights,5,30,True,Islanders,2,29,False
